p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
5.7704567961507605e-18,-1.752632840072018,1,1,1.5285363007323748e-13,Rgs6
6.16706003222305e-18,-1.7236556363100426,1,1,1.6335925319355638e-13,Ctsf
6.197850084295437e-18,-1.1930340833568414,1,1,1.6417485088290183e-13,Abhd14b
6.5203732856988294e-18,-0.7667518780327032,1,1,1.727181679648763e-13,Nrg2
6.969147864473817e-18,-0.7440073269909753,1,1,1.8460575778204695e-13,0610040J01Rik
7.383049437501861e-18,-1.7754836112547787,1,1,1.955695965499868e-13,Boc
1.2541585583896855e-17,1.472512212550995,1,1,3.3221406053184377e-13,Atxn1
1.3596599030859742e-17,-1.1188171897480674,1,1,3.601603117284437e-13,Radil
1.3842873497120066e-17,-0.7915552815755043,1,1,3.666838760652134e-13,C1ql3
1.3861155601939913e-17,1.048991020572435,1,1,3.6716815073978637e-13,Prdx2
1.4536572204273755e-17,-2.1207088542495107,1,1,3.850592611190075e-13,Abca8b
1.621609223001009e-17,-2.051089378564494,1,1,4.2954806708073727e-13,Ramp1
1.8976069077084588e-17,-1.1768347589905788,1,1,5.026570937828937e-13,Itga1
1.9755612265909684e-17,1.1169395898077767,1,1,5.233064133116816e-13,Tsc22d1
2.427375917068547e-17,0.9151957863731017,1,1,6.429876066722874e-13,Foxp1
3.300398040882814e-17,-1.2744366058891095,1,1,8.742424370494487e-13,Dock4
4.2113608042330556e-17,1.15794476061795,1,1,1.1155473634332941e-12,Ube2s
5.1800054335012494e-17,1.376936122293714,1,1,1.3721316392801459e-12,Ftl1
5.236023930643981e-17,-0.8648753178099977,1,1,1.3869703789882842e-12,Gm11266
6.239983874384558e-17,1.0325513983984558,1,1,1.6529093284857257e-12,Eif5a
6.367304166277331e-17,-0.9778352068146263,1,1,1.6866352006052022e-12,Nfix
7.03502605566924e-17,1.9443551099315677,1,1,1.863508051886225e-12,Csgalnact1
7.454971744734166e-17,-1.1381325301036533,1,1,1.9747474654626334e-12,Pdlim1
8.612755903684828e-17,1.0440777354247337,1,1,2.281432911327074e-12,Rpl3
1.1012057484561798e-16,-0.9467816634241042,1,1,2.9169839070855748e-12,Plcd3
1.3494568700715263e-16,-1.2886762682319677,1,1,3.574576303132466e-12,Selenop
1.6297866036070375e-16,-1.7491299583783384,1,1,4.317141734294682e-12,Sdf2l1
1.682522698357618e-16,-1.1266770386806553,1,1,4.456834375679495e-12,Acsf2
1.7862130132501578e-16,-1.2741493768835122,1,1,4.731499650798343e-12,Cd302
1.8554747525777703e-16,-1.4662829047873482,1,1,4.914967072103256e-12,Itga9
1.8764336684634062e-16,-1.3275772953897698,1,1,4.970485144392717e-12,Gm2a
1.9147845826532592e-16,-0.6690575225063382,0.25,0.75,5.0720728809902185e-12,Dusp26
1.94278115501448e-16,-1.1742572338009574,1,1,5.146233001517856e-12,Rab3ip
2.0605904675455932e-16,-0.8381995808276208,1,1,5.458298089481522e-12,Hoxd11
2.0735185658496806e-16,-1.2504338097442071,1,1,5.492543329079219e-12,Nr1d1
2.236877652375791e-16,1.3330209857684607,1,1,5.925265213378233e-12,Surf4
2.459225468278387e-16,0.8102688182473852,1,1,6.514242342922619e-12,Cd63
2.789547743911375e-16,1.6941789582360425,1,1,7.389233018846841e-12,Igfbp4
3.1179557915100395e-16,-1.4247848838060855,1,1,8.259153096130943e-12,Adamts3
3.261812677212736e-16,-1.1770805164230496,1,1,8.640215600668816e-12,Camk2n1
3.4651257414579436e-16,-2.7446877615187306,1,1,9.178771576547948e-12,Comp
3.5937946580450814e-16,2.1496448726083175,1,1,9.519602669695616e-12,Hbb-bs
3.6857705572084754e-16,-1.488572742914858,1,1,9.76323762898953e-12,Id3
4.139017309055493e-16,-1.1350389399526126,1,1,1.0963842949957097e-11,Telo2
4.485842879437062e-16,0.7030247431167425,1,1,1.1882549203340832e-11,Rpl4
4.568455592233997e-16,2.2911218160678057,1,1,1.2101382018268635e-11,Nav3
